relations__type,relations__sentence,relations__score,relations__arguments__text,relations__arguments__location__001,relations__arguments__location__002,relations__arguments__entities__type,relations__arguments__entities__text,relations__arguments__entities__disambiguation__subtype__-,language,keywords__text,keywords__sentiment__score,keywords__sentiment__label,keywords__relevance,keywords__emotion__sadness,keywords__emotion__joy,keywords__emotion__fear,keywords__emotion__disgust,keywords__emotion__anger,entities__type,entities__text,entities__sentiment__score,entities__sentiment__label,entities__relevance,entities__emotion__sadness,entities__emotion__joy,entities__emotion__fear,entities__emotion__disgust,entities__emotion__anger,entities__disambiguation__subtype__001,entities__disambiguation__subtype__002,entities__disambiguation__subtype__003,entities__disambiguation__subtype__004,entities__disambiguation__name,entities__disambiguation__dbpedia_resource,entities__count
agentOf,"It my therefore recommended to review my chirugien.J have met 3 times my doctor, plus a radio and a Irm, before the diagnosis.","84,54%",my,551,553,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,recommended,564,575,EventCommunication,recommended,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"It my therefore recommended to review my chirugien.J have met 3 times my doctor, plus a radio and a Irm, before the diagnosis.","39,85%",doctor,621,627,Person,surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,my,618,620,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"Indeed, even if clearly at the outset I explained that I had a cervical fracture C6-C7 with a compression of the spinal cord, it has never been clearly said you could not really move you cannot put you on your legs ... Even much later I was never clearly stated my condition was final even if the fact that there are necroses in the spinal cord is a section of the marrow","98,78%",I,128,129,Person,your,,en,spinal cord,"-33,70%",negative,"96,43%","53,05%","12,21%","20,90%","13,31%","24,28%",,,,,,,,,,,,,,,,,
,,,explained,130,139,EventCommunication,explained,,,cervical fracture C6-C7,"-33,70%",negative,"95,02%","41,65%","11,84%","13,86%","19,81%","33,00%",,,,,,,,,,,,,,,,,
,,,,,,,,,,medical profession,"-76,36%",negative,"77,96%","29,98%","2,01%","53,43%","2,50%","22,58%",,,,,,,,,,,,,,,,,
,,,,,,,,,en,small half-time,"32,40%",positive,"98,51%","37,20%","29,80%","16,50%","13,33%","16,53%",,,,,,,,,,,,,,,,,
,,,,,,,,,,addition,"32,40%",positive,"60,47%","37,20%","29,80%","16,50%","13,33%","16,53%",,,,,,,,,,,,,,,,,
,,,,,,,,,,passion,"-40,94%",negative,"59,89%","3,91%","85,81%","6,56%","1,46%","2,21%",,,,,,,,,,,,,,,,,
agentOf,I said my work stoppage after 3 or 4 months of work stoppage.,"99,71%",I,0,1,Person,my,,en,work stoppage,"-68,34%",negative,"93,12%","67,12%","6,92%","18,20%","23,14%","10,32%",,,,,,,,,,,,,,,,,
,,,said,2,6,EventCommunication,said,,,file real estate,"0,00%",neutral,"76,31%","34,51%","35,03%","7,68%","7,15%","7,64%",,,,,,,,,,,,,,,,,
agentOf,It is a friend who suggested me to watch my credit file real estate.,"99,17%",who,77,80,Person,friend,,,insurer,"-37,33%",negative,"68,28%","53,55%","10,66%","10,06%","7,14%","13,33%",,,,,,,,,,,,,,,,,
,,,suggested,81,90,EventCommunication,suggested,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,It is a friend who suggested me to watch my credit file real estate.,"78,32%",me,91,93,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,suggested,81,90,EventCommunication,suggested,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"Having said my situation in my insurer (bank), things are very well past and quickly.","39,80%",my,317,319,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,insurer,320,327,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"Having said my situation in my insurer (bank), things are very well past and quickly.","39,53%",My,375,377,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bank,378,382,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"Having said my situation in my insurer (bank), things are very well past and quickly.","39,76%",my,592,594,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bank,595,599,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"Having said my situation in my insurer (bank), things are very well past and quickly.","46,02%",my,657,659,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,insurer,660,667,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"Having said my situation in my insurer (bank), things are very well past and quickly.","57,99%",my,708,710,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,insurer,711,718,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"Having said my situation in my insurer (bank), things are very well past and quickly.","38,74%",My,780,782,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,insurer,783,790,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasAttribute,My bank paid me 6 months of my mortgage.,"94,30%",me,388,390,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6 months,391,399,Age,6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasAttribute,The bad surprise it was that they paid me only 6 months when I was more than a year in work stoppage!,"93,73%",me,455,457,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6 months,463,471,Age,6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ownerOf,My financial situation has changed my renovation projects of my house.,"44,44%",my,912,914,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,house,915,920,Facility,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"Indeed, I thought to make the work faster, even now, following a very substantial drop my salaire.J' had planned to change the car also, but it became impossible to me given the lack of salary.","77,46%",my,1009,1011,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,car,1049,1052,Vehicle,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"Hello, not I n have unfortunately not covered by insurance disability, n think really when everything goes well c is that after what we said that if we had known","98,45%",we,133,135,Person,we,,en,insurance disability,"-51,07%",negative,"96,32%","17,59%","1,55%","10,30%","13,09%","11,43%",,,,,,,,,,,,,,,,,
,,,said,136,140,EventCommunication,said,,,Hello,"41,53%",positive,"83,71%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,
,,,,,,,,,en,clinical sport,"0,00%",neutral,"91,10%","75,10%","9,47%","25,55%","1,87%","3,35%",Person,Serer,"-74,02%",negative,"33,00%","76,28%","2,29%","12,51%","8,08%","28,83%",,,,,,,1
,,,,,,,,,,physical activity,"0,00%",neutral,"88,78%","75,10%","9,47%","25,55%","1,87%","3,35%",,,,,,,,,,,,,,,,,
,,,,,,,,,,time nothing Serer,"0,00%",neutral,"88,30%","76,28%","2,29%","12,51%","8,08%","28,83%",,,,,,,,,,,,,,,,,
agentOf,"J have a rate was 10% with compensation of 478 euros, all 3 months, paid by the cpam .. Jai expected, 2 years before touchér l compensation, when the dentist said complete consolidation of the wrist.","98,75%",dentist,150,157,Person,dentist,,en,financial situation,"-25,20%",negative,"99,45%","41,00%","26,74%","21,64%","8,62%","7,96%",Person,Jai,"56,04%",positive,"81,50%","19,41%","10,47%","10,58%","6,39%","15,44%",,,,,,,1
,,,said,158,162,EventCommunication,said,,,complete consolidation,"-44,99%",negative,"98,70%","16,76%","5,33%","66,46%","12,56%","22,03%",,,,,,,,,,,,,,,,,
,,,,,,,,,,touchér l compensation,"0,00%",neutral,"82,17%","15,89%","16,72%","2,78%","9,37%","26,39%",,,,,,,,,,,,,,,,,
locatedAt,"7:15 AM I'm working car, j arrives at 8:00 AM.","70,04%",I,110,111,Person,My,,en,preparation evening meal,"34,27%",positive,"92,51%","24,52%","14,20%","1,82%","6,37%","3,33%",JobTitle,technician,"0,00%",neutral,"97,65%","0,99%","70,79%","1,13%","3,72%","1,78%",,,,,,,1
,,,car,122,125,Vehicle,car,,,PM,"-0,87%",negative,"72,10%","19,24%","6,07%","6,11%","3,26%","3,78%",,,,,,,,,,,,,,,,,
locatedAt,"Children are home, I look at the duties they have to do and help if necessary, my wife returned to 6:15 PM.","65,54%",Children,303,311,Person,children,,,laboratory technician,"0,00%",neutral,"66,03%","0,99%","70,79%","1,13%","3,72%","1,78%",,,,,,,,,,,,,,,,,
,,,home,316,320,Facility,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spouseOf,"Children are home, I look at the duties they have to do and help if necessary, my wife returned to 6:15 PM.","78,59%",my,382,384,Person,My,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wife,385,389,Person,wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spouseOf,"Children are home, I look at the duties they have to do and help if necessary, my wife returned to 6:15 PM.","60,84%",my,667,669,Person,My,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wife,670,674,Person,wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parentOf,"The weekend j likes the randomized or cultural activities, as well as outputs with my wife and children.","32,45%",my,667,669,Person,My,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,children,679,687,Person,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en,Dejas my operation,"-40,11%",negative,"93,85%","9,99%","4,85%","31,57%","17,27%","19,58%",,,,,,,,,,,,,,,,,
,,,,,,,,,,ideal,"0,00%",neutral,"67,45%","8,18%","78,60%","4,25%","2,52%","3,57%",,,,,,,,,,,,,,,,,
,,,,,,,,,,case,"-40,11%",negative,"56,02%","9,99%","4,85%","31,57%","17,27%","19,58%",,,,,,,,,,,,,,,,,
parentOf,"As regards the evolution, starting when I woke up I could hardly move arms, quite quickly I managed to reseal after 2,3jours I think, then he should try to get seated without falling into the potatoes which is very complicated and it took me three weeks but I was very motivated because I wanted to at any price to attend the ultrasound of my daughter as well.","85,18%",my,340,342,Person,me,,en,maximum muscles,"91,74%",positive,"91,33%","7,18%","65,63%","11,24%","1,20%","1,95%",Quantity,three months,"0,00%",neutral,"1,00%",,,,,,,,,,,,1
,,,daughter,343,351,Person,daughter,,,elements headers,"0,00%",neutral,"86,55%","33,51%","36,45%","15,04%","11,47%","6,69%",,,,,,,,,,,,,,,,,
,,,,,,,,,,physical activities,"0,00%",neutral,"80,24%","33,51%","36,45%","15,04%","11,47%","6,69%",,,,,,,,,,,,,,,,,
,,,,,,,,,en,e.g. ramp wheelchair,"0,00%",neutral,"98,33%","5,02%","36,41%","11,11%","4,63%","8,75%",Location,local-What,"0,00%",neutral,"71,00%","24,86%","17,29%","14,78%","8,12%","5,30%",City,,,,,,1
,,,,,,,,,,room bainAménagement workstation,"0,00%",neutral,"93,96%","6,16%","8,50%","10,71%","7,55%","9,46%",,,,,,,,,,,,,,,,,
,,,,,,,,,,Wheelchair ramp,"0,00%",neutral,"75,50%","24,86%","17,29%","14,78%","8,12%","5,30%",,,,,,,,,,,,,,,,,
,,,,,,,,,en,pain,"-75,98%",negative,"90,40%","65,47%","13,68%","18,96%","1,29%","14,20%",,,,,,,,,,,,,,,,,
,,,,,,,,,,eyes,"-80,41%",negative,"74,98%","10,57%","64,64%","12,06%","10,13%","4,40%",,,,,,,,,,,,,,,,,
,,,,,,,,,,disability,"-92,36%",negative,"60,03%","28,94%","12,38%","10,72%","32,63%","8,86%",,,,,,,,,,,,,,,,,
partOfMany,Your family is still using today?,"33,94%",Your,57,61,Person,your,,en,financial blow,"0,00%",neutral,"97,11%","77,37%","5,14%","10,10%","3,06%","5,25%",,,,,,,,,,,,,,,,,
,,,family,62,68,Person,family,,,family,"48,04%",positive,"92,58%","24,56%","63,28%","3,04%","0,63%","3,52%",,,,,,,,,,,,,,,,,
partOfMany,Your family is still using today?,"35,99%",My,131,133,Person,your,,,*Your family,"50,67%",positive,"81,63%","19,31%","56,66%","4,22%","1,22%","2,74%",,,,,,,,,,,,,,,,,
,,,family,134,140,Person,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relative,On what points your family you just help?,"24,89%",your,105,109,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,family,110,116,Person,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clientOf,Social security ..... a route combattant.mon me a doctor stoppage of work I was summoned by the doctor of the social security after six months of arrêt.l' home is really cold; we are numbers is toutaprès we are directed to the service of work stoppages where here it becomes a little more humainj'ai always been received by the same doctor who was listening but is obliged to follow protocols I was convened all 4 months for 3 ansle Doctor secu applied for disability two and a half years after my first stop travailje have not had to make additional medical examinations; my doctor was a folder with the rc he had,"35,96%",my,573,575,Person,my,,en,additional medical examinations,"0,00%",neutral,"99,40%","53,02%","14,06%","17,58%","14,33%","14,42%",,,,,,,,,,,,,,,,,
,,,doctor,576,582,Person,doctor,,,social security,"0,00%",neutral,"95,07%","21,20%","6,54%","41,85%","3,08%","10,07%",,,,,,,,,,,,,,,,,
,,,,,,,,,,work stoppages,"0,00%",neutral,"78,63%","24,05%","29,60%","3,65%","1,97%","9,78%",,,,,,,,,,,,,,,,,
hasAttribute,"In 2013, August, I am a major depression (medical term used on the report of the doctor).","75,52%",I,17,18,Person,my,,en,CHU St Anne,"-47,28%",negative,"93,64%","20,09%","11,04%","25,56%","11,62%","8,61%",Facility,CHU St Anne,"-47,28%",negative,"78,63%","20,09%","11,04%","25,56%","11,62%","8,61%",,,,,,,1
,,,depression,30,40,HealthCondition,depression,,,important manic phases,"0,00%",neutral,"92,75%","9,91%","38,54%","15,03%","4,96%","8,57%",,,,,,,,,,,,,,,,,
participantIn,"After consultation with my doctor, I was supported in the hospital on Paris 13.","70,68%",my,213,215,Person,my,,,depressive state,"-53,20%",negative,"80,18%","75,86%","5,02%","18,12%","9,78%","8,52%",,,,,,,,,,,,,,,,,
,,,consultation,195,207,EventMeeting,consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participantIn,"After consultation with my doctor, I was supported in the hospital on Paris 13.","92,33%",doctor,216,222,Person,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,consultation,195,207,EventMeeting,consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"After consultation with my doctor, I was supported in the hospital on Paris 13.","64,66%",I,224,225,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hospital,247,255,Organization,hospital,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"After consultation with my doctor, I was supported in the hospital on Paris 13.","88,52%",hospital,247,255,Organization,hospital,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Paris,259,264,GeopoliticalEntity,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
populationOf,"After consultation with my doctor, I was supported in the hospital on Paris 13.","64,26%",13,265,267,Cardinal,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Paris,259,264,GeopoliticalEntity,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employedBy,"In 2015, a doctor from CHU St Anne diagnostic me Bi Polar and acute body dysmorphic.","66,43%",doctor,358,364,Person,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHU St Anne,370,381,Organization,CHU St Anne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en,good health,"0,00%",neutral,"90,28%","2,80%","83,65%","4,27%","0,83%","1,50%",,,,,,,,,,,,,,,,,
,,,,,,,,,,new activity,"0,00%",neutral,"79,77%","9,63%","46,40%","12,63%","4,77%","4,44%",,,,,,,,,,,,,,,,,
,,,,,,,,,,retrospect,"-28,03%",negative,"66,40%","15,48%","6,00%","14,89%","10,71%","17,94%",,,,,,,,,,,,,,,,,
,,,,,,,,,en,auparavantForcement balanced budget,"46,64%",positive,"95,37%","43,12%","17,20%","24,39%","17,56%","14,09%",,,,,,,,,,,,,,,,,
,,,,,,,,,,tense financial level,"46,64%",positive,"95,03%","43,12%","17,20%","24,39%","17,56%","14,09%",,,,,,,,,,,,,,,,,
,,,,,,,,,,moment,"0,00%",neutral,"44,79%","10,27%","2,98%","1,97%","2,12%","4,70%",,,,,,,,,,,,,,,,,
parentOf,"With regard to the things I like to do: a little music with my son or DIY, on my Solex","84,12%",my,258,260,Person,my,,en,midday meal,"0,00%",neutral,"97,34%","22,65%","21,38%","2,24%","20,32%","4,63%",,,,,,,,,,,,,,,,,
,,,son,261,264,Person,son,,,evening meal,"0,00%",neutral,"88,79%","22,81%","48,83%","0,91%","10,49%","1,96%",,,,,,,,,,,,,,,,,
,,,,,,,,,,small nap,"-27,35%",negative,"79,91%","5,92%","38,92%","16,40%","0,28%","27,76%",,,,,,,,,,,,,,,,,
agentOf,"Finally, with regard to the medical opinion everyone has always been on the same wavelength I have known no opinion contradictory and anyway I have always preferred live in me saying that my state of health was and that he should not dream for nothing ...","92,41%",me,173,175,Person,my,,en,medical opinion,"0,00%",neutral,"92,13%","37,22%","40,76%","10,15%","3,77%","17,33%",,,,,,,,,,,,,,,,,
,,,saying,176,182,EventCommunication,saying,,,wavelength,"0,00%",neutral,"56,87%","37,22%","40,76%","10,15%","3,77%","17,33%",,,,,,,,,,,,,,,,,
,,,,,,,,,,regard,"0,00%",neutral,"54,74%","37,22%","40,76%","10,15%","3,77%","17,33%",,,,,,,,,,,,,,,,,
parentOf,"With my children, it was very simple, it has always talked a lot and I have always responded to questions and always explain what was going to happen suddenly not stress for them.","46,29%",my,5,7,Person,my,,en,impression,"-55,94%",negative,"95,13%","69,67%","4,43%","34,61%","0,55%","6,27%",,,,,,,,,,,,,,,,,
,,,children,8,16,Person,children,,,husband,"0,00%",neutral,"91,61%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,
spouseOf,"With my husband, it was more me not my rv and I had the impression of being alone with this disease !!! In fact, not far from the separation this time.","67,09%",my,185,187,Person,my,,,stress,"0,00%",neutral,"90,89%","43,72%","9,91%","20,50%","5,36%","32,17%",,,,,,,,,,,,,,,,,
,,,husband,188,195,Person,husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"With my husband, it was more me not my rv and I had the impression of being alone with this disease !!! In fact, not far from the separation this time.","73,20%",husband,188,195,Person,husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rv,219,221,Vehicle,rv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"With my husband, it was more me not my rv and I had the impression of being alone with this disease !!! In fact, not far from the separation this time.","62,44%",me,209,211,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rv,219,221,Vehicle,rv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ownerOf,"With my husband, it was more me not my rv and I had the impression of being alone with this disease !!! In fact, not far from the separation this time.","45,69%",my,216,218,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rv,219,221,Vehicle,rv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasAttribute,"With my husband, it was more me not my rv and I had the impression of being alone with this disease !!! In fact, not far from the separation this time.","74,64%",I,226,227,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,disease,272,279,HealthCondition,disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parentOf,"I had a follow-up a little saw teeth by my oncologist and my surgeon, only my doctor is much invested and continuous monitoring regular or my request announcement was made coldly, more I was alone to various appt and it was not easy to manage the moment I am followed by all except by my general practitioner who manages my symptoms as he can since he no support my various médecins.J' have suffered at the time several scanners and MRI , I would say 4 of each to different stages of the disease.","21,12%",oncologist,43,53,Person,oncologist,,en,little saw teeth,"-67,63%",negative,"90,06%","11,68%","44,68%","14,04%","23,52%","4,16%",,,,,,,,,,,,,,,,,
